cid,firstlast,lastname,office,gender,first_elected,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00035282,Jason Smith,Smith,MO08,M,2013,202-225-4404,202-226-0326,https://jasonsmith.house.gov,https://jasonsmith.house.gov/contact/email-me,1118 Longworth House Office Building,S001195,59318,H4MO08162,RepJasonSmith,https://youtube.com/RepJasonSmith,repjasonsmith,1980-06-16
N00048414,Eric Schmitt,Schmitt,MOS1,M,2022,,,,,,,,,,,,
N00041620,Josh Hawley,Hawley,MOS2,M,2018,202-224-6154,,https://www.hawley.senate.gov,,B40a Dirksen Senate Office Building,H001089,,,,,,1979-12-31
N00038779,Brian Fitzpatrick,Fitzpatrick,PA01,M,2016,202-225-4276,,https://brianfitzpatrick.house.gov,,514 Cannon House Office Building,F000466,,,repbrianfitz,,repbrianfitzpatrick,1973-12-17
N00035307,Brendan Boyle,Boyle,PA02,M,2014,202-225-6111,202-226-0611,https://boyle.house.gov,,1133 Longworth House Office Building,B001296,,H4PA13199,RepBrendanBoyle,,CongressmanBoyle,1977-02-06
N00038450,Dwight Evans,Evans,PA03,M,2016,202-225-4001,,https://evans.house.gov,,1105 Longworth House Office Building,E000296,,,RepDwightEvans,,RepDwightEvans,1954-05-16
N00042894,Madeleine Dean,Dean,PA04,F,2018,202-225-4731,,https://dean.house.gov/,,129 Cannon House Office Building,D000631,,,,,,1959-06-06
N00042706,Mary Gay Scanlon,Scanlon,PA05,F,2018,202-225-2011,,https://scanlon.house.gov,,1535 Longworth House Office Building,S001205,,,,,,1959-08-30
N00040949,Chrissy Houlahan,Houlahan,PA06,F,2018,202-225-4315,,https://houlahan.house.gov/,,1218 Longworth House Office Building,H001085,,,RepHoulahan,,,1967-06-05
N00041997,Susan Wild,Wild,PA07,F,2018,202-225-6411,,https://wild.house.gov,,1607 Longworth House Office Building,W000826,,,RepSusanWild,,,1957-06-07
N00034128,Matt Cartwright,Cartwright,PA08,M,2012,202-225-5546,570-341-1055,http://cartwright.house.gov,https://cartwrightforms.house.gov/forms/writeyourrep/,1034 Longworth House Office Building,C001090,136236,H2PA17079,RepCartwright,,CongressmanMattCartwright,1961-05-01
N00029416,Dan Meuser,Meuser,PA09,M,2018,202-225-6511,,https://meuser.house.gov/,,326 Cannon House Office Building,M001204,,,RepMeuser,,,1964-02-10
N00034120,Scott Perry,Perry,PA10,M,2012,202-225-5836,202-226-1000,http://perry.house.gov,http://perryforms.house.gov/forms/writeyourrep/,1207 Longworth House Office Building,P000605,59980,H2PA04135,RepScottPerry,https://youtube.com/RepScottPerry,Rep.ScottPerry,1962-05-27
N00038781,Lloyd Smucker,Smucker,PA11,M,2016,202-225-2411,,https://smucker.house.gov,,516 Cannon House Office Building,S001199,,,RepSmucker,,RepSmucker,1964-01-23
N00049757,Summer Lee,Lee,PA12,F,2022,,,,,,,,,,,,
N00043242,John Joyce,Joyce,PA13,M,2018,202-225-2431,,https://johnjoyce.house.gov/,,1337 Longworth House Office Building,J000302,,,,,,1957-02-08
N00041871,Guy Reschenthaler,Reschenthaler,PA14,M,2018,202-225-2065,,https://reschenthaler.house.gov/,,531 Cannon House Office Building,R000610,,,,,,1983-04-17
N00029736,Glenn Thompson,Thompson,PA15,M,2008,202-225-5121,202-225-5796,http://thompson.house.gov,https://thompson.house.gov/contact-me/email-me,124 Cannon House Office Building,T000467,24046,H8PA05071,CongressmanGT,https://youtube.com/CongressmanGT,CongressmanGT,1959-07-27
N00031647,Mike Kelly,Kelly,PA16,M,2010,202-225-5406,202-225-3103,http://kelly.house.gov,https://kelly.house.gov/contact-me/email-me,1707 Longworth House Office Building,K000376,119463,H0PA03271,MikeKellyPA,https://youtube.com/repmikekelly,MikeKellyPA,1948-05-10
N00049160,Christopher Deluzio,Deluzio,PA17,M,2022,,,,,,,,,,,,
N00038201,John Fetterman,Fetterman,PAS1,M,2022,,,,,,,,,,,,
N00027503,Bob Casey,Casey,PAS2,M,2006,202-224-6324,202-228-0604,https://www.casey.senate.gov,https://www.casey.senate.gov/contact/,393 Russell Senate Office Building,C001070,2541,S6PA00217,SenBobCasey,https://youtube.com/SenatorBobCasey,SenatorBobCasey,1960-04-13
N00032019,David Cicilline,Cicilline,RI01,M,2010,202-225-4911,202-225-3290,http://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,2244 Rayburn House Office Building,C001084,7349,H0RI01073,RepCicilline,https://youtube.com/RepDavidCicilline,CongressmanDavidCicilline,1961-07-15
N00050458,Seth Magaziner,Magaziner,RI02,M,2022,,,,,,,,,,,,
N00027533,Sheldon Whitehouse,Whitehouse,RIS1,M,2006,202-224-2921,202-228-6362,https://www.whitehouse.senate.gov,http://www.whitehouse.senate.gov/contact,530 Hart Senate Office Building,W000802,2572,S6RI00221,SenWhitehouse,https://youtube.com/SenatorWhitehouse,SenatorWhitehouse,1955-10-20
N00000362,Jack Reed,Reed,RIS2,M,1996,202-224-4642,202-224-4680,https://www.reed.senate.gov,https://www.reed.senate.gov/contact/,728 Hart Senate Office Building,R000122,27060,S6RI00163,SenJackReed,https://youtube.com/SenatorReed,SenJackReed,1949-11-12
N00035670,Nancy Mace,Mace,SC01,F,2020,202225-3176,,https://mace.house.gov/,,"212 Cannon House Office Building Washington, DC  20515",M000194,,,@RepNancyMace,,,12/04/77
N00024809,Joe Wilson,Wilson,SC02,M,2001,202-225-2452,202-225-2455,http://joewilson.house.gov,https://joewilson.house.gov/forms/writeyourrep/default.aspx,1436 Longworth House Office Building,W000795,3985,H2SC02059,RepJoeWilson,https://youtube.com/RepJoeWilson,JoeWilson,1947-07-31
N00030752,Jeff Duncan,Duncan,SC03,M,2010,202-225-5301,202-225-3216,http://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,2229 Rayburn House Office Building,D000615,47967,H0SC03077,RepJeffDuncan,https://youtube.com/congjeffduncan,RepJeffDuncan,1966-01-07
N00042715,William Timmons,Timmons,SC04,M,2018,202-225-6030,,https://timmons.house.gov/,,313 Cannon House Office Building,T000480,,,RepTimmons,,,1984-04-30
N00027783,Ralph Norman,Norman,SC05,M,2017,,,https://norman.house.gov,,,N000190,,,RepRaphNorman,,RepRaphNorman,1953-06-20
N00002408,James E Clyburn,Clyburn,SC06,M,1992,202-225-3315,202-225-2313,http://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,242 Cannon House Office Building,C000537,27066,H2SC02042,Clyburn,https://youtube.com/repjamesclyburn,jameseclyburn,1940-07-21
N00049165,Russell Fry,Fry,SC07,M,2022,,,,,,,,,,,,
N00031782,Tim Scott,Scott,SCS1,M,2013,202-224-6121,202-225-3407,https://www.scott.senate.gov,https://www.scott.senate.gov/contact/email-me,717 Hart Senate Office Building,S001184,11940,H0SC01279,SenatorTimScott,https://youtube.com/SenatorTimScott,SenatorTimScott,1965-09-19
N00009975,Lindsey Graham,Graham,SCS2,M,2002,202-224-5972,202-224-3808,https://www.lgraham.senate.gov/public,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,290 Russell Senate Office Building,G000359,21992,S0SC00149,GrahamBlog,https://youtube.com/USSenLindseyGraham,USSenatorLindseyGraham,1955-07-09
N00040559,Dusty Johnson,Johnson,SD01,M,2018,202-225-2801,,https://dustyjohnson.house.gov/,,1508 Longworth House Office Building,J000301,,,RepJohnson,,,1976-09-30
N00004572,John Thune,Thune,SDS1,M,2004,202-224-2321,202-228-5429,https://www.thune.senate.gov,http://www.thune.senate.gov/public/index.cfm/contact,511 Dirksen Senate Office Building,T000250,398,S2SD00068,SenJohnThune,https://youtube.com/johnthune,johnthune,1961-01-07
N00035187,Mike Rounds,Rounds,SDS2,M,2014,202-224-5842,,https://www.rounds.senate.gov,https://www.rounds.senate.gov/contact/email-mike,502 Hart Senate Office Building,R000605,,S4SD00049,SenatorRounds,,SenatorMikeRounds,1954-10-24
N00046688,Diana Harshbarger,Harshbarger,TN01,F,2020,202225-6356,202225-5714,https://harshbarger.house.gov/,,"167 Cannon House Office Building Washington, DC  20515",H001086,,,@RepHarshbarger,,,
N00041594,Tim Burchett,Burchett,TN02,M,2018,202-225-5435,,https://burchett.house.gov/,,1122 Longworth House Office Building,B001309,,,RepTimBurchett,,,1964-08-25
N00030815,Chuck Fleischmann,Fleischmann,TN03,M,2010,202-225-3271,202-225-3494,http://fleischmann.house.gov,https://fleischmann.house.gov/contact-me/email-me,2410 Rayburn House Office Building,F000459,123456,H0TN03254,RepChuck,https://youtube.com/repchuck,repchuck,1962-10-11
N00030957,Scott Desjarlais,Desjarlais,TN04,M,2010,202-225-6831,202-226-5172,https://desjarlais.house.gov,http://desjarlais.house.gov/contact/email-me,2301 Rayburn House Office Building,D000616,123473,H0TN04195,DesJarlaisTN04,https://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,1964-02-21
N00050943,Andy Ogles,Ogles,TN05,M,2022,,,,,,,,,,,,
N00041599,John Rose,Rose,TN06,M,2018,202-225-4231,,https://johnrose.house.gov/,,1232 Longworth House Office Building,R000612,,,,,,1965-02-23
N00041873,Mark Green,Green,TN07,M,2018,202-225-2811,,https://markgreen.house.gov,,533 Cannon House Office Building,G000590,,,RepMarkGreen,,,1964-11-08
N00025445,David Kustoff,Kustoff,TN08,M,2016,202-225-4714,,https://kustoff.house.gov,,508 Cannon House Office Building,K000392,,,repdavidkustoff,,RepDavidKustoff,1966-10-08
N00003225,Steve Cohen,Cohen,TN09,M,2006,202-225-3265,202-225-5663,https://cohen.house.gov,https://cohen.house.gov/contact-me/email-me,2404 Rayburn House Office Building,C001068,24340,H6TN09068,RepCohen,https://youtube.com/repcohen,CongressmanSteveCohen,1949-05-24
N00003105,Marsha Blackburn,Blackburn,TNS1,F,2018,202-225-2811,202-225-3004,http://blackburn.house.gov,https://blackburn.house.gov/contactform/email.htm,2266 Rayburn House Office Building,B001243,25186,H2TN06030,MarshaBlackburn,https://youtube.com/RepMarshaBlackburn,marshablackburn,1952-06-06
N00045369,Bill Hagerty,Hagerty,TNS2,M,2020,202224-4944,,https://www.hagerty.senate.gov/,,"Russell Senate Office Building Suite SR-B11  Washington, DC 20002",H000601,128466,,@SenatorHagerty,,,08/14/59
N00049775,Nathaniel Moran,Moran,TX01,M,2022,,,,,,,,,,,,
N00042224,Dan Crenshaw,Crenshaw,TX02,M,2018,202-225-6565,,https://crenshaw.house.gov/,,413 Cannon House Office Building,C001120,,,RepDanCrenshaw,,,1984-03-14
N00049337,Keith Self,Self,TX03,M,2022,,,,,,,,,,,,
N00047264,Patrick Fallon,Fallon,TX04,M,2020,202225-6673,,https://fallon.house.gov/,,"1118 Longworth HOB Washington, DC  20515",F000246,,,@RepPatFallon,https://www.youtube.com/RepPatFallon,RepPatFallon,12/19/67
N00042237,Lance Gooden,Gooden,TX05,M,2018,202-225-3484,,https://gooden.house.gov/,,425 Cannon House Office Building,G000589,,,,,,1982-12-01
N00042243,Jake Ellzey,Ellzey,TX06,M,2021,,,,,,,,,,,,
N00041194,Lizzie Fletcher,Fletcher,TX07,F,2018,202-225-2571,,https://fletcher.house.gov/,,1429 Longworth House Office Building,F000468,,,RepFletcher,,,1975-02-13
N00048776,Morgan Luttrell,Luttrell,TX08,M,2022,,,,,,,,,,,,
N00026686,Al Green,Green,TX09,M,2004,202-225-7508,202-225-2947,http://algreen.house.gov,https://algreen.house.gov/contact-me/email-me,2347 Rayburn House Office Building,G000553,49680,H4TX09095,RepAlGreen,https://youtube.com/RepAlGreen,repalgreen,1947-09-01
N00026460,Michael McCaul,Mccaul,TX10,M,2004,202-225-2401,202-225-5955,http://mccaul.house.gov,https://mccaul.house.gov/contact/email-me,2001 Rayburn House Office Building,M001157,49210,H4TX10093,RepMcCaul,https://youtube.com/MichaelTMcCaul,michaeltmccaul,1962-01-14
N00045421,August Pfluger,Pfluger,TX11,M,2020,202225-3605,,https://pfluger.house.gov/,,"1531 Longworth House Office Building, Washington, DC 20515",P000048,,,@RepPfluger,,,
N00008799,Kay Granger,Granger,TX12,F,1996,202-225-5071,202-225-5683,http://kaygranger.house.gov,http://kaygranger.house.gov/contact-kay/email-me,1026 Longworth House Office Building,G000377,334,H6TX12060,RepKayGranger,https://youtube.com/RepKayGranger,RepKayGranger,1943-01-18
N00046055,Ronny Jackson,Jackson,TX13,M,2020,202225-3706,202225-3486,https://jackson.house.gov/,,"118 Cannon HOB Washington, DC 20515",J000304,,,@RepRonnyJackson,,,05/04/67
N00033539,Randy Weber,Weber,TX14,M,2012,202-225-2831,202-225-0271,http://weber.house.gov,https://weber.house.gov/contact/email-me,1708 Longworth House Office Building,W000814,102026,H2TX14149,TXRandy14,https://youtube.com/TXRandy14,TXRandy14,1953-07-02
N00045793,Monica De La Cruz,De La Cruz,TX15,F,2022,,,,,,,,,,,,
N00041702,Veronica Escobar,Escobar,TX16,F,2018,202-225-4831,,https://escobar.house.gov/,,1505 Longworth House Office Building,E000299,,,RepEscobar,,,1969-09-15
N00005681,Pete Sessions,Sessions,TX17,M,1996,202-225-2231,202-225-5878,https://sessions.house.gov,https://sessions.house.gov/index.cfm/contact-form,2233 Rayburn House Office Building,S000250,288,H2TX03126,PeteSessions,https://youtube.com/PeteSessions,petesessions,1955-03-22
N00005818,Sheila Jackson Lee,Jackson Lee,TX18,F,1994,202-225-3816,202-225-3317,http://jacksonlee.house.gov,http://jacksonlee.house.gov/contact/,2187 Rayburn House Office Building,J000032,21692,H4TX18054,JacksonLeeTX18,https://youtube.com/TX18SJL,169479190984,1950-01-12
N00038285,Jodey Arrington,Arrington,TX19,M,2016,202-225-4005,,https://arrington.house.gov,,1029 Longworth House Office Building,A000375,,,RepArrington,,JodeyArrington,1972-03-09
N00033316,Joaquin Castro,Castro,TX20,M,2012,202-225-3236,202-225-1915,https://castro.house.gov,https://castro.house.gov/contact/email-me,1221 Longworth House Office Building,C001091,49227,H2TX35011,JoaquinCastrotx,https://youtube.com/JoaquinCastroTX,JoaquinCastroTX,1974-09-16
N00042268,Chip Roy,Roy,TX21,M,2018,202-225-4236,,https://roy.house.gov/,,1319 Longworth House Office Building,R000614,,,,,,1972-08-07
N00046067,Troy Nehls,Nehls,TX22,M,2020,202225-5951,202225-5241,https://nehls.house.gov/,,"1104 Longworth House Office Building Washington, DC  20515",N000026,188334,,@RepTroyNehls,,,04/07/68
N00044592,Tony Gonzales,Gonzales,TX23,M,2020,202225-4511,202225-2237,https://gonzales.house.gov/,,"1009 Longworth House Office Building, Washington, DC 20515",G000594,,,@RepTonyGonzales,,RepTonyGonzales,10/10/80
N00045167,Beth Van Duyne,Van Duyne,TX24,F,2020,202225-6605,,https://vanduyne.house.gov/,,"1337 Longworth House Office Building, Washington, DC 20515",V000134,79150,,@RepBethVanDuyne,,,11/16/70
N00030602,Roger Williams,Williams,TX25,M,2012,202-225-9896,512-473-8946,http://williams.house.gov,https://williams.house.gov/contact/email-me,1323 Longworth House Office Building,W000816,50112,H2TX33040,RepRWilliams,,RepRogerWilliams,1949-09-13
N00025219,Michael Burgess,Burgess,TX26,M,2002,202-225-7772,202-225-2919,http://burgess.house.gov,http://burgess.house.gov/contact/356345.htm,2336 Rayburn House Office Building,B001248,50120,H2TX26093,MichaelCBurgess,https://youtube.com/michaelcburgessmd,michaelcburgess,1950-12-23
N00041882,Michael Cloud,Cloud,TX27,M,2018,202-225-7742,,https://cloud.house.gov/,,1314 Longworth House Office Building,C001115,,,RepCloudTX,,,1975-05-13
N00024978,Henry Cuellar,Cuellar,TX28,M,2004,202-225-1640,202-225-1641,http://cuellar.house.gov,https://cuellar.house.gov/forms/writeyourrep/default.aspx,2209 Rayburn House Office Building,C001063,5486,H2TX23082,RepCuellar,https://youtube.com/henrycuellar,152569121550,1955-09-19
N00042282,Sylvia Garcia,Garcia,TX29,F,2018,202-225-1688,,https://sylviagarcia.house.gov/,,1620 Longworth House Office Building,G000587,,,RepSylviaGarcia,,,1950-09-06
N00049840,Jasmine Crockett,Crockett,TX30,F,2022,,,,,,,,,,,,
N00025095,John Carter,Carter,TX31,M,2002,202-225-3864,202-225-5886,https://carter.house.gov,https://carter.house.gov/email-john2,2110 Rayburn House Office Building,C001051,49296,H2TX31044,JudgeCarter,https://youtube.com/repjohncarter,judgecarter,1941-11-06
N00040989,Colin Allred,Allred,TX32,M,2018,202-225-2231,,https://allred.house.gov/,,328 Cannon House Office Building,A000376,,,RepColinAllred,,,1983-04-15
N00033839,Marc Veasey,Veasey,TX33,M,2012,202-225-9897,202-225-9702,http://veasey.house.gov,https://veaseyforms.house.gov/forms/writeyourrep/,1519 Longworth House Office Building,V000131,49671,H2TX33073,RepVeasey,https://youtube.com/marcveasey,CongressmanMarcVeasey,1971-01-03
N00038809,Vicente Gonzalez,Gonzalez,TX34,M,2016,202-225-2531,,https://gonzalez.house.gov,,113 Cannon House Office Building,G000581,,,RepGonzalez,,USCongressmanVicenteGonzalez,1967-09-04
N00049855,Greg Casar,Casar,TX35,M,2022,,,,,,,,,,,,
N00005736,Brian Babin,Babin,TX36,M,2014,202-225-1555,202-226-0396,http://babin.house.gov,,316 Cannon House Office Building,B001291,,H6TX02079,RepBrianBabin,,RepBrianBabin,1948-03-23
N00006023,Lloyd Doggett,Doggett,TX37,M,1994,202-225-4865,202-225-3073,https://doggett.house.gov,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,2307 Rayburn House Office Building,D000399,21689,H4TX10028,RepLloydDoggett,https://youtube.com/doggett,lloyddoggett,1946-10-06
N00044362,Wesley Hunt,Hunt,TX38,M,2022,,,,,,,,,,,,
N00024852,John Cornyn,Cornyn,TXS1,M,2002,202-224-2934,202-228-2856,https://www.cornyn.senate.gov,https://www.cornyn.senate.gov/contact,517 Hart Senate Office Building,C001056,15375,S2TX00106,JohnCornyn,https://youtube.com/senjohncornyn,sen.johncornyn,1952-02-02
N00033085,Ted Cruz,Cruz,TXS2,M,2012,202-224-5922,202-228-3398,https://www.cruz.senate.gov,http://www.cruz.senate.gov/?p=email_senator,404 Russell Senate Office Building,C001098,135705,S2TX00312,SenTedCruz,https://youtube.com/sentedcruz,SenatorTedCruz,1970-12-22
N00046598,Blake Moore,Moore,UT01,M,2020,202225-0453,202225-5857,https://blakemoore.house.gov/,,"1320 Longworth House Office Building Washington, DC  20515",M001213,,,@RepBlakeMoore,,,06/22/80
N00033932,Chris Stewart,Stewart,UT02,M,2012,202-225-9730,801-364-5551,http://stewart.house.gov,https://stewart.house.gov/contact/email-me,323 Cannon House Office Building,S001192,135930,H2UT02324,RepChrisStewart,https://youtube.com/repchrisstewart,RepChrisStewart,1960-07-15
N00041221,John Curtis,Curtis,UT03,M,2017,202-225-7751,,https://curtis.house.gov,,125 Cannon House Office Building,C001114,,,RepJohnCurtis,,RepJohnCurtis,1960-05-10
N00045812,Burgess Owens,Owens,UT04,M,2020,202225-3011,,https://owens.house.gov/,,"1039 Longworth House Office Building Washington, DC  20515",O000086,,,@RepBurgessOwens,,,08/02/51
N00000286,Mitt Romney,Romney,UTS1,M,2018,202-224-5251,,https://www.romney.senate.gov,,B33 Russell Senate Office Building,R000615,,,,,,1947-03-12
N00031696,Mike Lee,Lee,UTS2,M,2010,202-224-5444,,https://www.lee.senate.gov/public,https://www.lee.senate.gov/public/index.cfm/contact,361a Russell Senate Office Building,L000577,66395,S0UT00165,SenMikeLee,https://youtube.com/senatormikelee,senatormikelee,1971-06-04
N00049900,Becca Balint,Balint,VT01,F,2022,,,,,,,,,,,,
N00000528,Bernie Sanders,Sanders,VTS1,M,2006,202-224-5141,202-228-0776,https://www.sanders.senate.gov,http://www.sanders.senate.gov/contact/comment,332 Dirksen Senate Office Building,S000033,27110,H8VT01016,SenSanders,https://youtube.com/senatorsanders,senatorsanders,1941-09-08
N00000515,Peter Welch,Welch,VTS2,M,2022,202-225-4115,202-225-6790,https://welch.house.gov,https://welch.house.gov/email-me,2303 Rayburn House Office Building,W000800,51272,H6VT00160,PeterWelch,https://youtube.com/reppeterwelch,PeterWelch,1947-05-02
N00029459,Rob Wittman,Wittman,VA01,M,2007,202-225-4261,202-225-4382,http://wittman.house.gov,https://wittman.house.gov/contact-form/,2055 Rayburn House Office Building,W000804,58133,H8VA01147,RobWittman,https://youtube.com/RobWittman,RepRobWittman,1959-02-03
N00048315,Jen Kiggans,Kiggans,VA02,F,2022,,,,,,,,,,,,
N00002147,Bobby Scott,Scott,VA03,M,1992,202-225-8351,202-225-8354,http://bobbyscott.house.gov,https://bobbyscott.house.gov/email-bobby-scott,1201 Longworth House Office Building,S000185,27117,H6VA01117,BobbyScott,https://youtube.com/repbobbyscott,RepBobbyScott,1947-04-30
N00045557,Bob Good,Good,VA05,M,2020,202225-4711,202225-5681,https://good.house.gov/,,"1213 Longworth House Office Building, Washington, DC 20515",456853,,,@RepBobGood,,,09/11/65
N00042296,Ben Cline,Cline,VA06,M,2018,202-225-5431,,https://cline.house.gov/,,1009 Longworth House Office Building,C001118,,,RepBenCline,,,1972-02-29
N00041418,Abigail Spanberger,Spanberger,VA07,F,2018,202-225-2815,,https://spanberger.house.gov/,,1239 Longworth House Office Building,S001209,,,RepSpanberger,,,1979-08-07
N00036018,Don Beyer,Beyer,VA08,M,2014,202-225-4376,202-225-0017,http://beyer.house.gov,,1119 Longworth House Office Building,B001292,,H4VA08224,repdonbeyer,,repdonbeyer,1950-06-20
N00032029,Morgan Griffith,Griffith,VA09,M,2010,202-225-3861,202-225-0076,http://morgangriffith.house.gov,https://morgangriffith.house.gov/contact/contactform.htm,2202 Rayburn House Office Building,G000568,5148,H0VA09055,RepMGriffith,https://youtube.com/RepMorganGriffith,RepMorganGriffith,1958-03-15
N00041002,Jennifer Wexton,Wexton,VA10,F,2018,202-225-5136,,https://wexton.house.gov/,,1217 Longworth House Office Building,W000825,,,RepWexton,,,1968-05-27
N00029891,Gerry Connolly,Connolly,VA11,M,2008,202-225-1492,202-225-3071,https://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,2238 Rayburn House Office Building,C001078,95078,H8VA11062,GerryConnolly,https://youtube.com/repconnolly,CongressmanGerryConnolly,1950-03-30
N00033177,Tim Kaine,Kaine,VAS1,M,2012,202-224-4024,202-228-6363,https://www.kaine.senate.gov,https://www.kaine.senate.gov/contact,231 Russell Senate Office Building,K000384,50772,S2VA00142,SenKaineOffice,https://youtube.com/SenatorTimKaine,SenatorKaine,1958-02-26
N00002097,Mark Warner,Warner,VAS2,M,2008,202-224-2023,202-224-6295,https://www.warner.senate.gov,http://www.warner.senate.gov/public/index.cfm?p=Contact,703 Hart Senate Office Building,W000805,535,S6VA00093,MarkWarner,https://youtube.com/SenatorMarkWarner,MarkRWarner,1954-12-15
N00030693,Suzan DelBene,Delbene,WA01,F,2012,202-225-6311,202-226-1606,https://delbene.house.gov,http://delbene.house.gov/contact-me/email-me,2442 Rayburn House Office Building,D000617,126272,H0WA08046,RepDelBene,,RepDelBene,1962-02-17
N00009759,Rick Larsen,Larsen,WA02,M,2000,202-225-2605,202-225-4420,http://larsen.house.gov,http://larsen.house.gov/contact-rick/email-rick,2113 Rayburn House Office Building,L000560,56231,H0WA02080,RepRickLarsen,https://youtube.com/congressmanlarsen,RepRickLarsen,1965-06-15
N00050490,Marie Gluesenkamp Perez,Perez,WA03,F,2022,,,,,,,,,,,,
N00036403,Dan Newhouse,Newhouse,WA04,M,2014,202-225-5816,202-225-3251,https://newhouse.house.gov,,1318 Longworth House Office Building,N000189,,H4WA04104,RepNewhouse,,RepNewhouse,1955-07-10
N00026314,Cathy McMorris Rodgers,Rodgers,WA05,F,2004,202-225-2006,202-225-3392,http://mcmorris.house.gov,https://mcmorrisforms.house.gov/write-to-cathy1,1314 Longworth House Office Building,M001159,3217,H4WA05077,CathyMcMorris,https://youtube.com/mcmorrisrodgers,mcmorrisrodgers,1969-05-22
N00034453,Derek Kilmer,Kilmer,WA06,M,2012,202-225-5916,,https://kilmer.house.gov,https://kilmer.house.gov/contact/email-me,1520 Longworth House Office Building,K000381,51516,H2WA06129,RepDerekKilmer,,derek.kilmer,1974-01-01
N00038858,Pramila Jayapal,Jayapal,WA07,F,2016,202-225-3106,,https://jayapal.house.gov,,319 Cannon House Office Building,J000298,,,RepJayapal,,RepJayapal,1965-09-21
N00041606,Kim Schrier,Schrier,WA08,F,2018,202-225-7761,,https://schrier.house.gov/,,1123 Longworth House Office Building,S001216,,,RepKimSchrier,,,1968-08-23
N00007833,Adam Smith,Smith,WA09,M,1996,202-225-8901,202-225-5893,https://adamsmith.house.gov,https://adamsmith.house.gov/contact/contactform.htm,2264 Rayburn House Office Building,S000510,845,H6WA09025,RepAdamSmith,https://youtube.com/CongressmanAdamSmith,RepAdamSmith,1965-06-15
N00046320,Marilyn Strickland,Strickland,WA10,F,2020,202225-9740,,https://strickland.house.gov/,,"1004 Longworth House Office Building Washington, DC  20515",S001159,,,@RepStricklandWA,,,09/25/62
N00007836,Maria Cantwell,Cantwell,WAS1,F,2000,202-224-3441,202-228-0514,https://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,511 Hart Senate Office Building,C000127,27122,S8WA00194,SenatorCantwell,https://youtube.com/SenatorCantwell,senatorcantwell,1958-10-13
N00007876,Patty Murray,Murray,WAS2,F,1992,202-224-2621,202-224-0238,https://www.murray.senate.gov/public,http://www.murray.senate.gov/public/index.cfm/contactme,154 Russell Senate Office Building,M001111,53358,S2WA00189,PattyMurray,https://youtube.com/SenatorPattyMurray,pattymurray,1950-10-11
N00041542,Carol Miller,Miller,WV01,F,2018,202-225-3452,,https://miller.house.gov/,,1605 Longworth House Office Building,M001205,,,,,,1950-11-04
N00033814,Alex Mooney,Mooney,WV02,M,2014,202-225-2711,202-225-7856,https://mooney.house.gov,,1232 Longworth House Office Building,M001195,,H4WV02080,RepAlexMooney,,CongressmanAlexMooney,1971-06-05
N00032838,Joe Manchin,Manchin,WVS1,M,2010,202-224-3954,202-228-0002,https://www.manchin.senate.gov/public,http://www.manchin.senate.gov/public/index.cfm/contact-form,306 Hart Senate Office Building,M001183,7547,S0WV00090,Sen_JoeManchin,https://youtube.com/SenatorJoeManchin,JoeManchinIII,1947-08-24
N00009771,Shelley Moore Capito,Capito,WVS2,F,2014,202-224-6472,202-225-7856,https://www.capito.senate.gov,https://www.capito.senate.gov/contact/contact-shelley,172 Russell Senate Office Building,C001047,11701,H0WV02138,SenCapito,https://youtube.com/UCbiXdR4XQ3vD9Xp5lfR9QXw,senshelley,1953-11-26
N00043379,Bryan Steil,Steil,WI01,M,2018,202-225-3031,,https://steil.house.gov/,,1408 Longworth House Office Building,S001213,,,RepBryanSteil,,,1981-03-30
N00033549,Mark Pocan,Pocan,WI02,M,2012,202-225-2906,202-225-6942,http://pocan.house.gov,https://pocan.house.gov/contact/email-me,1421 Longworth House Office Building,P000607,26238,H2WI02124,RepMarkPocan,https://youtube.com/repmarkpocan,repmarkpocan,1964-08-14
N00046843,Derrick Van Orden,Van Orden,WI03,M,2022,,,,,,,,,,,,
N00026914,Gwen Moore,Moore,WI04,F,2004,202-225-4572,202-225-8135,https://gwenmoore.house.gov,https://gwenmoore.house.gov/contact-form,2252 Rayburn House Office Building,M001160,3457,H4WI04183,RepGwenMoore,https://youtube.com/RepGwenMoore,GwenSMoore,1951-04-18
N00045434,Scott Fitzgerald,Fitzgerald,WI05,M,2020,202225-5101,,https://fitzgerald.house.gov/,,"1507 Longworth House Office Building, Washington, DC 20515",F000471,3446,,@RepFitzgerald,,CongressmanScottFitzgerald,11/16/63
N00036409,Glenn S Grothman,Grothman,WI06,M,2014,202-225-2476,202-225-2356,http://grothman.house.gov,,1217 Longworth House Office Building,G000576,,H4WI06048,RepGrothman,,RepGrothman,1955-07-03
