,CAND_NAME,CAND_OFFICE_ST,TTL_DISB
1643,"FISCHBACH, MICHELLE",MN,1692853.37
1644,"HUGHES, DAVID RUSSELL MR.",MN,2570.54
1645,"SHERMAN, JAYESUN ISRAEL MR.",MN,54.86
1646,"LINDQUIST, MARK J.",MN,61220.67
1647,"OLSON, REED JERROLD",MN,48735.95
1648,"ABAHSAIN, JILL",MN,30469.17
1649,"JOHNSON, TRAVIS E",MN,37957.7
1650,"CLARK, TARRYL LYNN",MN,1906.11
1651,"STAUBER, PETER ALLEN",MN,1954552.82
1652,"NYSTROM, QUINN REABE",MN,3600.45
1653,"OPPEGAARD-PELTIER, ERNEST JOSEPH MR III",MN,11851.72
1654,"NOLAN, RICHARD M.",MN,19429.53
1655,"LASTOVICH, THERESA E",MN,136.35
1656,"SCHULTZ, JENNIFER",MN,637661.47
1657,"RADINOVICH, JOSEPH",MN,234.0
1658,"CLAY, WILLIAM LACY JR",MO,550.0
1659,"CHILDRESS, EARL",MO,13573.41
1660,"DANIELS, MICHAEL",MO,29081.43
1661,"ROBERTS, STEVEN C",MO,503958.11
1662,"BUSH, CORI",MO,2462779.61
1663,"JONES, ANDREW M JR",MO,35265.69
1664,"SCHUPP, JILL DARLYNE",MO,88037.84
1665,"REED, RAYMOND",MO,45938.04
1666,"SAMUELS, E. BENJAMIN",MO,721714.44
1667,"GUNBY, PATRICIA WASHBURN",MO,905770.41
1668,"WAGNER, ANN L.",MO,3428935.52
1669,"BERRY, PAUL III",MO,2450.0
1670,"SALVATORE, TONY",MO,13024.06
1671,"ANDERS, BOB",MO,4006.0
1672,"NICOLOFF, JOSH",MO,4596.66
1673,"KARLEN, JONATHAN",MO,14352.08
1674,"MANN, BETHANY EILEEN",MO,13176.76
1675,"DALY, ANDREW",MO,0.0
1676,"WILKINSON, BRANDON",MO,34653.84
1677,"HILL, DUSTIN ANTHONY",MO,36387.43
1678,"LUETKEMEYER, W BLAINE",MO,3962320.93
1679,"ARVIDSON, ERICH",MO,0.0
1680,"SIMMONS, LINDSEY NICOLE",MO,11282.05
1681,"LEATHERS, JEFFERY JD",MO,3005.53
1682,"HARTZLER, VICKY",MO,4363255.59
1683,"EMERY, EDGAR GLENN HARVEY",MO,133720.0
1684,"BURKS, TAYLOR",MO,888720.44
1685,"WALSH, SARA",MO,127957.42
1686,"JOHNSON, RYAN",MO,43055.0
1687,"BRUCE, KALENA",MO,409509.72
1688,"BRATTIN, RICHARD RAY JR.",MO,367572.0
1689,"ALFORD, MARK",MO,934386.36
1690,"LABRUE, KYLE STONNER",MO,18207.51
1691,"IRWIN, WILLIAM",MO,268958.51
1692,"CAMPBELL, JIM SOUPY",MO,1010014.54
1693,"WEBB, JOHN",MO,0.0
1694,"CLEAVER II, EMANUEL",MO,1164764.38
1695,"BARHAM, JERRY",MO,113608.89
1696,"TURK, JACOB",MO,36387.44
1697,"WEST, CHARLES",MO,16260.99
1698,"ROSS, GENA L DR",MO,6147.61
1699,"HARRIS, RONALD WILLIAM",MO,7900.62
1700,"MARTIN, HENRY ROBERT",MO,135956.05
1701,"GRAVES, SAMUEL B. JR.",MO,1831698.01
1702,"SHULTZ, DAKOTA",MO,12269.44
1703,"WOODMAN, JOHN M.",MO,989.76
1704,"RADAKER-SHEAFER, KRISTEN",MO,18242.59
1705,"MOON, C MICHAEL",MO,500.0
1706,"REYNOLDS, DERRAL",MO,0.0
1707,"ALEXANDER, SAM DR",MO,174617.22
1708,"MOON, MIKE",MO,177671.42
1709,"BURLISON, ERIC",MO,855760.68
1710,"WALKER, PAUL D",MO,7337.9
1711,"WASSON, JAY",MO,1468904.36
1712,"SNIDER, JUSTIN DALE",MO,0.0
1713,"BRYANT, ALEX L",MO,218333.73
1714,"MCCALLIAN, RANDI MCCALLIAN",MO,34616.42
1715,"DENNISON, JEREMY TODD",MO,10176.65
1716,"SMITH, JASON T",MO,4096060.26
1717,"SABLAN, GREGORIO KILILI CAMACHO REP.",MP,48736.73
1718,"DEMAPAN, ANGEL ALDAN",MP,0.0
1719,"ELIASON, ANTONIA",MS,700.61
1720,"BLACK, DIANNE DODSON",MS,26814.62
1721,"KELLY, JOHN TRENT",MS,951789.83
1722,"KERNER, GERALD M",MS,31454.43
1723,"THOMPSON, BENNIE G.",MS,1250381.11
1724,"FLOWERS, BRIAN WESLEY",MS,49973.12
1725,"ELLER, RON",MS,23990.12
1726,"YOUNG, SHUWASKI",MS,76706.41
1727,"MICHAEL, CASSIDY",MS,416068.87
1728,"GUEST, MICHAEL PATRICK",MS,1576856.19
1729,"SELLERS, DAVID",MS,19568.97
1730,"DUPREE, JOHNNY L.",MS,146556.6
1731,"PALAZZO, STEVEN MCCARTY",MS,1460683.8
1732,"CARL, BOYANTON",MS,576038.0
1733,"DEMING, ROBERT L III",MS,0.0
1734,"EZELL, WALTER MICHAEL",MS,1027671.96
1735,"BROOKS, RAYMOND N",MS,43864.71
1736,"WAGNER, CLAY",MS,551979.0
1737,"WIGGINS, CHRISTOPHER BRICE",MS,252184.18
1738,"HUDSON, JESSE GRAHAM",MS,0.0
1739,"JOHNSON, ALDEN PATRICK MR.",MS,910.0
1740,"WILLIAMS, KATHLEEN",MT,13573.98
1741,"LAMM, DEBRA",MT,0.0
1742,"DAINES, STEVEN",MT,1158232.37
1743,"GIANFORTE, GREG",MT,72676.2
1744,"WINTER, THOMAS",MT,178180.2
1745,"TRANEL, MONICA",MT,3088634.59
1746,"NEUMANN, CORA",MT,1542200.27
1747,"TODD, MARY BROOKS",MT,455003.17
1748,"HEUER, MITCH MR.",MT,37167.5
1749,"OLSZEWSKI, AL",MT,870862.99
1750,"ZINKE, RYAN K",MT,6420764.1
1751,"BALLARD, JACK",MT,91224.56
1752,"BISHOP, LAURIE",MT,147935.0
1753,"WILLIAMS, SKYLAR",MT,4729.47
1754,"RONNING, PENNY",MT,175463.67
1755,"SWEENEY, MARK",MT,119523.31
1756,"BOYETTE, JAMES MATTHEW",MT,5535.07
1757,"AUSTIN, KYLE RAY",MT,0.0
1758,"ROSENDALE, MATT MR.",MT,1270209.67
1759,"BUCHANAN, GARY",MT,570058.97
1760,"RANKIN, SAM",MT,31132.77
1761,"SMITH, ERICA DANETTE",NC,955530.25
1762,"DAVIS, DON",NC,1843973.38
1763,"BUTTERFIELD, GEORGE KENNETH",NC,650078.35
1764,"SMITH, SANDY",NC,2179804.23
1765,"AIKEN, WILLIAM",NC,5137.41
1766,"ROBERSON, SANDY",NC,1178067.92
1767,"STRICKLAND, BILLY JOEL II",NC,610488.45
1768,"MURPHY, BRAD ALLEN",NC,195133.42
1769,"ROBERSON, CHARLES BRENT",NC,91985.0
1770,"COOPER, SCOTT",NC,83466.45
1771,"ROSS, DEBORAH",NC,2050950.05
1772,"GAILLIARD, JAMES DAVID",NC,44669.09
1773,"COLEMAN, LINDA",NC,7425.0
1774,"SAFTA, ADINA",NC,22154.04
1775,"GANORKAR, MAHESH",NC,19228.06
1776,"VILLAVERDE, CHRISTINE",NC,135228.01
1777,"HOLDING, GEORGE E MR.",NC,112416.81
1778,"BRANNON, GREGORY",NC,326.52
1779,"THOMAS, ALLEN",NC,2850.0
1780,"OUTLAW, DANA EDWARDS",NC,0.0
1781,"SWARTZ, JOSEPH",NC,26858.23
1782,"GASKINS, BARBARA D MS.",NC,93078.54
1783,"MURPHY, GREGORY FRANCIS DR.",NC,1428918.01
1784,"SHEPARD, PHILLIP RAY",NC,0.0
1785,"BOYD, SAMUEL GRAHAM MR",NC,0.0
1786,"COWDEN, ANTHONY 'TONY'",NC,231094.19
1787,"SOUTHWORTH-BECKWITH, MAXIMILLIAN",NC,18237.44
1788,"WARD, ASHLEY",NC,88271.22
1789,"GROOMS, MATTHEW",NC,8547.1
1790,"CLARK, ROBERT BENJAMIN III",NC,163870.9
1791,"FOUSHEE, VALERIE",NC,1078837.87
1792,"WATKINS, RICHARD LEE DR.",NC,26804.34
1793,"VALENTINE, STEPHEN JAMES",NC,61597.51
1794,"CAVALIER, CRYSTAL ANN",NC,26624.64
1795,"PRICE, DAVID",NC,400434.04
1796,"SWAIN, ALAN D",NC,267360.36
1797,"SARKAR, DEBESH",NC,0.0
1798,"THOMAS, ROBERT",NC,3839.04
1799,"BORGHESE, RENE",NC,55132.5
1800,"KINSEY, CRAIG ROBERT",NC,31949.5
1801,"SZOKA, JOHN DAVID MR.",NC,183700.08
1802,"BREWSTER, BILLY JOE",NC,23792.0
1803,"GEELS, COURTNEY JOELE",NC,409981.2
1804,"PARRISH, BERNARD KYLE",NC,23954.71
1805,"SHARMA, SIDDHANTH",NC,0.0
1806,"ACKERMAN, MICHAEL STEPHAN",NC,27035.36
1807,"FOXX, VIRGINIA ANN",NC,2036393.21
1808,"FLYNN, ANGELA DARROW MS",NC,8972.94
1809,"FOXX, RHONDA",NC,259.11
1810,"WATTS, RYAN",NC,1950.0
1811,"MANNING, KATHY",NC,3080435.02
1812,"HAYWOOD, JOSEPH",NC,85746.88
1813,"PICHARDO, LAURA",NC,6583.16
1814,"AUSTIN, GERALD DARRYLL",NC,3594.25
1815,"CONTOGIANNIS, MARY ANN DR",NC,33570.12
1816,"SCHUCH, WILLIAM (BILL)",NC,2898.8
1817,"CASTELLI, ROBERT CHRISTIAN",NC,906976.09
1818,"BOGUSLAWSKI, MARVIN",NC,11227.56
1819,"WALKER, BRADLEY MARK MR.",NC,1641864.12
1820,"WATERCOTT, THOMAS",NC,16516.49
1821,"MILLER, STEPHEN",NC,337004.98
1822,"MINNICOZZI, JASON",NC,132982.31
1823,"EVANS, CHARLES",NC,87755.95
1824,"GRAHAM, CHARLES",NC,210641.17
1825,"ROUZER, DAVID CHESTON",NC,1281375.45
1826,"BOYKIN, PETER ROBERT",NC,13.01
1827,"TIMMONS-GOODSON, PATRICIA",NC,131676.06
1828,"HUFFMAN, SCOTT",NC,98762.06
1829,"D'ANNUNZIO, TIMOTHY BRUCE",NC,0.0
1830,"BISHOP, JAMES DANIEL",NC,692889.06
1831,"WHITLEY, JOHN MATTHEW",NC,0.0
1832,"WALLACE, CYNTHIA",NC,19494.11
1833,"CANO, FERNANDO CHRISTIAN MR. JR",NC,3384.04
1834,"MCCREADY, DANIEL",NC,131660.73
1835,"BUCARDO, JENNYFER",NC,8668.08
1836,"BROWN, LEIGH",NC,1127.14
1837,"HUDSON, RICHARD L. JR.",NC,1824151.57
1838,"PITTENGER, ROBERT M THE HONORABLE",NC,5000.0
1839,"RIOS, FRANCISCO",NC,52670.37
1840,"PARKER, DAVID PAYNE",NC,0.0
1841,"GENANT, PAMELA",NC,186204.91
1842,"SPEER, RICHARD J",NC,28663.65
1843,"ROBINSON, GARY THOMAS",NC,192907.87
1844,"MCHENRY, PATRICK TIMOTHY",NC,3376679.99
1845,"DAVIS, MORRIS D. COL.",NC,120687.53
1846,"BEACH-FERRARA, JASMINE",NC,2326321.84
1847,"DEAN, KATIE",NC,112801.22
1848,"CAREY, JAN",NC,65265.79
1849,"GASH, ERIC",NC,359551.8
1850,"SMITH, BROOKER LOGAN",NC,0.0
1851,"DAVIS, JAMES (JIM) WAYLAND DDS, MS",NC,14558.25
1852,"BENNETT, LYNDA",NC,20816.04
1853,"BURRIL, MATTHEW",NC,500283.76
1854,"DRISCOLL, DAN",NC,599.39
1855,"NEVAREZ, WENDY MARIE-LIMBAUGH",NC,30050.0
1856,"O CONNELL, BRUCE",NC,1205778.57
1857,"BATCHELOR, JAMES ERIC",NC,44390.0
1858,"HONEYCUTT, RODNEY HOMER",NC,61956.62
1859,"WOODHOUSE, MICHELE V",NC,121837.36
1860,"EDWARDS, CHUCK",NC,1486312.92
1861,"COATNEY, DAVID ADAM",NC,20056.88
1862,"PARRA, MADELINE",NC,58369.0
1863,"GRAHAM, MALCOLM",NC,0.0
1864,"ADAMS, ALMA SHEALEY",NC,743342.65
1865,"COTHAM, PATRICIA A",NC,5871.62
1866,"BREWSTER, BILLY JOEL",NC,5187.37
1867,"LAWSIN, ROGELIO L",NC,8900.0
1868,"LEE, TYLER",NC,210446.76
1869,"JOSEPH, NALINI",NC,3897.21
1870,"LEE, DENTON",NC,15603.53
1871,"REMILLARD, JOSHUA",NC,422963.99
1872,"NICKEL, WILEY",NC,3657801.17
1873,"CLICK, NATHAN",NC,82441.6
1874,"ELLMERS, RENEE JACISIN",NC,88155.91
1875,"BARBOUR, DEVAN IV",NC,489077.89
1876,"DAUGHTRY, KELLY",NC,3575112.25
1877,"HINES, ROBERT NICHOLAS",NC,3260065.35
1878,"SLOTTA, CHAD",NC,416532.0
1879,"HAFF, GRAYSON",NC,4870.0
1880,"KEIRSEY, KENT",NC,948949.72
1881,"BENTLEY, KAREN W",NC,127537.78
1882,"ANERALLA, JOHN",NC,104219.09
1883,"MOREL, JESSICA",NC,4132.5
1884,"DALY, KAY MRS.",NC,0.0
1885,"ROUCO, GEORGE",NC,0.0
1886,"BUDD, THEODORE P.",NC,15133202.99
1887,"MAMMADOV, RAMIN",NC,41819.88
1888,"JACKSON, JEFF",NC,5566079.41
1889,"MCKIM, KEN",NC,244579.54
1890,"HARRIGAN, PAT",NC,800408.18
1891,"RAKNERUD, ZACHARY",ND,2285.45
1892,"HAUGEN, MARK",ND,23444.68
1893,"CRAMER, KEVIN MR.",ND,329621.93
1894,"GOETTLE, SHANE CHRISTOPHER",ND,0.0
1895,"KOPPELMAN, KIM A",ND,0.0
1896,"ARMSTRONG, KELLY",ND,2148850.1
1897,"MUND, CARA",ND,157722.79
1898,"BOLZ, KATE",NE,15269.31
1899,"PANSING BROOKS, PATTY",NE,1751904.37
1900,"OVIATT, NICHOLAS",NE,0.0
1901,"FLOOD, MIKE",NE,2144100.43
1902,"FORTENBERRY, JEFFREY L. HONORABLE",NE,1503382.43
1903,"ASHFORD, ANN",NE,369.36
1904,"SHELTON, ALISHA",NE,360381.22
1905,"VARGAS, ANTHONY 'TONY'",NE,3322603.0
1906,"KUEHL, STEPHEN MATTHEW MR",NE,6532.7
1907,"BACON, DONALD J",NE,3914445.64
1908,"SMITH, ADRIAN",NE,1870209.39
1909,"SULLIVAN, MAURA CORBY",NH,2308.6
1910,"PAPPAS, CHRIS",NH,5120981.71
1911,"MACKENZIE, MARK S",NH,0.0
1912,"MOWERS, MATT",NH,1777418.6
1913,"TOWNE, GILEAD R",NH,10382.37
1914,"ACCIARD, JULIAN MARC",NH,14297.88
1915,"BAXTER, TIM",NH,865289.82
1916,"LEAVITT, KAROLINE",NH,3672511.92
1917,"KILBANE, MARK",NH,0.0
1918,"PRESCOTT, RUSSELL",NH,392404.8
1919,"KUSTER, ANN MCLANE",NH,5287926.6
1920,"BASS, CHARLES F.",NH,0.0
1921,"CLEMMER, ELI DANTZLER",NH,0.0
1922,"BURNS, ROBERT ANDREW MR.",NH,339327.75
1923,"GREESON, JEFFREY",NH,1147.64
1924,"COZZENS, JEFF",NH,169553.86
1925,"WILLIAMS, LILY TANG",NH,155282.81
1926,"HANSEL, GEORGE",NH,351825.14
1927,"LAMBERT, GARY",NH,0.0
1928,"DESANTIS, MARIO",NJ,8548.74
1929,"NORCROSS, DONALD W",NJ,3516426.04
1930,"GALDO, DAMON M",NJ,1829.9
1931,"GUSTAFSON, CLAIRE H.",NJ,167831.0
1932,"PATTERSON, ROBERT W.",NJ,0.0
1933,"PARK, CHARLES",NJ,1863.59
1934,"KLINE, PATRICIA",NJ,12688.64
1935,"KENNEDY, AMY",NJ,106431.1
1936,"ALEXANDER, TIMOTHY C",NJ,479999.76
1937,"TAVAREZ, HECTOR MR",NJ,79581.98
1938,"RUSH, CAROLYN",NJ,83550.84
1939,"KLEINMAN, NATHAN I",NJ,0.0
1940,"PATTERSON, ROBERT",NJ,0.0
1941,"LOBIONDO, FRANK A.",NJ,65246.75
1942,"VAN DREW, JEFF MR",NJ,2765716.8
1943,"FITZHERBERT, BRIAN",NJ,17684.33
1944,"SINGH, HIRSH",NJ,2504.79
1945,"KLEINHENDLER, HOWARD",NJ,677.61
1946,"KIM, ANDY",NJ,7445077.23
1947,"RICHTER, DAVID",NJ,2983.16
1948,"NOVAK, JOHN J",NJ,5885.46
1949,"GIBBS, KATE",NJ,3401.5
1950,"HYLAND, SHAWN",NJ,62370.0
1951,"HEALEY, ROBERT JR",NJ,4652465.77
1952,"SMITH, IAN",NJ,173603.28
1953,"FERRARA, NICHOLAS JUDE",NJ,70189.7
1954,"SAXTON, H. J",NJ,0.0
1955,"LONEGAN, STEVEN",NJ,0.0
1956,GREGORY SOBOCINSKI,NJ,9340.24
1957,"SCHMID, STEPHANIE",NJ,18570.03
1958,"JENKINS, MATTHEW",NJ,39233.34
1959,"FLANAGAN, TRICIA",NJ,10303.01
1960,"BLASI, MICHAEL",NJ,83595.46
1961,"BURG, DAVID LOREN",NJ,38291.0
1962,"CRISPI, MICHAEL",NJ,181869.46
1963,"GRAY, STEVEN SCOTT MR.",NJ,113978.53
1964,"SMITH, CHRISTOPHER H",NJ,1385505.23
1965,"CULLEN, JASON CULLEN",NJ,659.43
1966,"CHO, ROY",NJ,2100.0
1967,"GOTTHEIMER, JOSH",NJ,3750814.18
1968,"PALLOTTA, FRANK",NJ,972644.51
1969,"CASTILLO, HECTOR L DR",NJ,0.0
1970,"D'AGOSTINO, NICHOLAS A. MR.",NJ,13859.24
1971,"DE GREGORIO, NICHOLAS",NJ,924761.41
1972,"SCHNEIDERMAN, FRED",NJ,279547.33
1973,"LONEGAN, STEVEN",NJ,0.0
1974,"SARNOSKI, JASON",NJ,6464.52
1975,"MCCANN, JOHN JOSEPH MR. JR.",NJ,3227.43
1976,"FERRIGNO, TREVOR JAMES MR.",NJ,2117.42
1977,"VELLUCCI, LOUIS",NJ,6784.55
1978,"HSU, JOHN",NJ,550.0
1979,"PALLONE, FRANK JR",NJ,3651048.77
1980,"KILEY, SUSAN M",NJ,399477.05
1981,"MEHTA, RIK",NJ,182733.76
1982,"TOOMEY, THOMAS AUGUSTINE MR.",NJ,124656.95
1983,"SONNEK-SCHMELZ, BRENT J",NJ,0.0
1984,"KOVACH, JANICE",NJ,724.0
1985,"SALMON, SCOTT",NJ,1437.5
1986,"JOIS, GOUTAM UMESH MR.",NJ,0.0
1987,"MALINOWSKI, TOM",NJ,9003890.77
1988,"KEAN, THOMAS H. JR.",NJ,4426040.8
1989,"TRUGMAN, ROBERT G.",NJ,22305.01
1990,"ISEMANN, JOHN HENRY",NJ,128309.89
1991,"PETERSON, ERIK",NJ,68595.31
1992,"DORLON, KEVIN BRENDAN MR.",NJ,32649.67
1993,"FLORA, JOHN P",NJ,46909.93
1994,"RIZZO, PHIL",NJ,261958.34
1995,"HEARD, CRAIG P.",NJ,0.0
1996,"LANCE, LEONARD",NJ,23138.73
1997,"FERNANDEZ, VERONICA",NJ,4089.97
1998,"HSING, MICHAEL PAUL",NJ,700.0
1999,"MENENDEZ, ROBERT J.",NJ,1372850.44
2000,"OCAMPO GRAJALES, DAVID",NJ,41191.7
2001,"ROJAS, RICARDO LUIS",NJ,6753.08
2002,"VARELA, BRIAN",NJ,631298.35
2003,"SIRES, ALBIO",NJ,344612.51
2004,"WILDES, MICHAEL",NJ,3484.0
2005,"PASCRELL, WILLIAM J. HON. JR.",NJ,1544431.79
2006,"PREMPEH, WILLIAM SREBOE",NJ,292403.19
2007,"QUINN, PATRICK JAMES MR. III",NJ,3050.0
2008,"MICCO, VINCENT MR",NJ,870.19
2009,"MAZO, EUGENE D.",NJ,1931.0
2010,"PAYNE, DONALD M. JR",NJ,1470613.67
2011,"OAKLEY, IMANI RAINE",NJ,462671.84
2012,"SHERRILL, MIKIE",NJ,8666726.61
2013,"BARTLETT, JOHN",NJ,0.0
2014,"BECCHI, ROSEMARY",NJ,2812.7
2015,"FRELINGHUYSEN, RODNEY P.",NJ,132687.77
2016,"BROTSCHOL, HILLERY",NJ,13509.09
2017,"KOVIC, ROBERT D.",NJ,30658.61
2018,"SELEN, TAYFUN",NJ,251540.87
2019,"DEGROOT, PAUL",NJ,679374.25
2020,"CASHA, LAWRENCE A",NJ,117645.67
2021,"FRISCIA, LARRY",NJ,31298.0
2022,"ANDERSON, TOBY",NJ,155182.24
2023,"WEBBER, JAY",NJ,6315.18
2024,"DE NEUFVILLE, PETER",NJ,4126.65
2025,"GREENSTEIN, LINDA",NJ,0.0
2026,"COLEMAN, BONNIE WATSON",NJ,947647.05
2027,"MAYFIELD, DARIUS",NJ,260131.98
2028,"STANSBURY, MELANIE",NM,3557854.3
2029,"MCGINN, RANDI",NM,494581.9
2030,"REYES, VICTOR",NM,178468.41
2031,"ROYBAL CABALLERO, PATRICIA",NM,12651.53
2032,"LOUIS, GEORGENE",NM,101110.95
2033,"FERNANDEZ, FRANCISCO",NM,8375.5
2034,"HEINRICH, MARTIN",NM,994457.51
2035,"PIDCOCK, ROBERT L",NM,0.0
2036,"SEDILLO LOPEZ, ANTOINETTE",NM,120038.62
2037,"HAALAND, DEBRA",NM,151301.6
2038,"MOYA, PAUL",NM,0.0
2039,"GARCIA HOLMES, MICHELLE",NM,401711.8
2040,"ARAGON, EDDY",NM,16146.73
2041,"MARTINEZ, ELISA",NM,3350.85
2042,"MOORES, MARK",NM,781532.96
2043,"SANCHEZ, LOUIE",NM,174207.11
2044,"MANNING, CHRISTOPHER",NM,2119.87
2045,"DUNN, AUBREY",NM,101901.5
2046,"SMITH, JOHN ARTHUR",NM,0.0
2047,"VASQUEZ, GABRIEL",NM,3606380.4
2048,"PATEL, DARSHAN DR.",NM,65668.66
2049,"TORRES SMALL, XOCHITL",NM,44346.23
2050,"MATHYS, CHRIS",NM,100.0
2051,"CHASE, CLAIRE",NM,0.0
2052,"HERRELL, STELLA YVETTE",NM,4336919.87
2053,"JONES, STEVE MR.",NM,0.0
2054,"LEGER FERNANDEZ, TERESA",NM,3213056.51
2055,"BLAIR, JOHN",NM,0.0
2056,"LUJAN, BEN R MR.",NM,630762.16
2057,"KOKESH, ADAM CHARLES",NM,318.77
2058,"MULLINS, THOMAS E",NM,0.0
2059,"MARTINEZ JOHNSON, ALEXIS",NM,297629.1
2060,"VILELA, AMY",NV,585400.1
2061,"D'SILVA, REUBEN",NV,0.0
2062,"TITUS, DINA",NV,3539402.85
2063,"LARIOS-ELIAS, CITLALY",NV,300.0
2064,"SHOLTY, MORGUN",NV,116628.36
2065,"BROG, DAVID",NV,442591.36
2066,"STEEL, CYNTHIA DIANNE",NV,5490.25
2067,"TURNER, JESSIE MR",NV,0.0
2068,"ROBERTSON, MARK",NV,1123774.7
2069,"SERRANO, CAROLINA",NV,621493.21
2070,"HARDY, CRESENT",NV,11850.06
2071,"ACKERMAN, PATRICIA GERALDENE MS.",NV,553.81
2072,"SCHIFFMAN, STEVEN",NV,0.0
2073,"HANIFAN, TIMOTHY R.",NV,9464.26
2074,"DOUCETTE, MICHAEL LEO MR",NV,4174.16
2075,"AFZAL, JOSEPH EDWARD",NV,512.33
2076,"KRAUSE, E M",NV,50733.16
2077,"AMODEI, MARK EUGENE",NV,1210832.98
2078,"TARKANIAN, DANNY",NV,752150.94
2079,"ROSEN, JACKY",NV,2515191.99
2080,"SINGER, ALEX CHANNING",NV,0.0
2081,"LEE, SUSIE",NV,6285250.78
2082,"RODIMER, DAN",NV,16291.63
2083,"BECKER, APRIL",NV,2379727.88
2084,"PRIJTEN, REINIER",NV,2044.0
2085,"MALGERI, NOAH",NV,310678.56
2086,"KOVACS, JOHN",NV,359060.12
2087,"BOSSERT, CLARK",NV,45309.8
2088,"GOLDBERG, ALBERT",NV,5565.02
2089,"TARKANIAN, DANNY",NV,0.0
2090,"TEIJEIRO, ANNETTE",NV,105.0
2091,"TEIJEIRO, ANNETTE",NV,105.0
2092,"KIHUEN, RUBEN",NV,9358.74
2093,"HORSFORD, STEVEN ALEXZANDER",NV,5303159.35
2094,"VILELA, AMY",NV,8327.93
2095,"MARCHANT, JIM",NV,43996.16
2096,"PETERS, SAMUEL JAMES MR",NV,1917469.14
2097,"BLUNDO, LEO",NV,0.0
2098,"VARGAS, JESSIE",NV,104130.0
2099,"BONAVENTURA, CHANCE",NV,9742.72
2100,"BLACK, ANNIE",NV,365939.46
2101,"GOROFF, NANCY",NY,12375.65
2102,"FLEMING, BRIDGET",NY,2659068.5
2103,"ATKINSON, JOHN ROGERS IV",NY,6530.47
2104,"HAHN, KARA",NY,635067.61
2105,"ANTONUCCI, NICHOLAS",NY,15305.72
2106,"GERSHON, PERRY",NY,4351.0
2107,"FIGLIOLA, ANTHONY M",NY,68618.53
2108,"NICK, LALOTA",NY,1437216.68
2109,"BOND, MICHELLE",NY,1535404.49
2110,"WILSON, CELINA MRS.",NY,5234.76
2111,"CORRIGAN, CAIT",NY,56506.68
2112,"ZELDIN, LEE MICHAEL",NY,939612.13
2113,"CALONE, DAVID L",NY,171883.38
2114,"GORDON, JACQUELINE",NY,1714940.06
2115,"GARBARINO, ANDREW",NY,3309963.93
2116,"LIPETRI, MIKE",NY,1136.92
2117,"CORNICELLI, ROBERT MICHAEL CPT",NY,152389.87
2118,"RAKEBRANDT, MICHAEL",NY,15095.42
2119,"KING, PETE",NY,253951.92
2120,"BURGER, HARRY R MR.",NY,574.11
2121," WEINSTOCK, MICHAEL S",NY,0.0
2122,"D'ARRIGO, MELANIE",NY,417744.12
2123,"RASOOL, REEMA",NY,49139.9
2124,"LAFAZAN, JOSHUA",NY,1879851.41
2125,"KAIMAN, JON",NY,738000.88
2126,"ZIMMERMAN, ROBERT",NY,3158795.77
2127,"SUOZZI, THOMAS",NY,3805717.6
2128,"LABATE, STEPHEN A",NY,0.0
2129,"DEVOLDER-SANTOS, GEORGE ANTHONY",NY,3051098.69
2130,"SURDI, KEVIN",NY,30050.02
2131,"SAUBERMAN, JOSHUA A",NY,0.0
2132,"HUQ, MD MUZIBUL DR MD",NY,35632.64
2133,"BYNOE, SIELA",NY,85278.0
2134,"SHAKIL, KEVIN BRYAN",NY,70347.8
2135,"SOLAGES, CARRIÉ",NY,222082.83
2136,"GILLEN, LAURA",NY,1822130.79
2137,"CORBETT, KEITH",NY,416172.67
2138,"RICE, KATHLEEN",NY,721918.89
2139,"SCATURRO, FRANK MR.",NY,20.17
2140,"RAISER, STEVE",NY,1000.0
2141,"TUMAN, DOUGLAS",NY,0.0
2142,"STANIFORD, WILLIAM",NY,272336.77
2143,"DESPOSITO, ANTHONY P",NY,1270000.07
2144,"LOZADA, FRANK J",NY,10693.37
2145,"SANDERS, JAMES JR",NY,0.0
2146,"CHOUDHURY, MIZANUR",NY,0.0
2147,"MEEKS, GREGORY W.",NY,1665417.38
2148,"KING, PAUL",NY,125576.6
2149,"CHOI, SANDRA",NY,0.0
2150,"GAGARIN, MELQUIADES MR.",NY,222.57
2151,"MENG, GRACE",NY,1253393.84
2152,"ZMICH, THOMAS",NY,4102.02
2153,"GONZALEZ, JESUS",NY,0.0
2154,"LANCMAN, RORY",NY,639.0
2155,"VELAZQUEZ, NYDIA M.",NY,585958.69
2156,"JEFFRIES, HAKEEM",NY,5781021.43
2157,"DASHEVSKY, YURI MR",NY,4962.35
2158,"MANNIX, BRIAN MATTHEW",NY,10877.58
2159,"JAMES, ISIAH",NY,14350.56
2160,"DEUTSCH, CHAIM",NY,2023.49
2161,"WEPRIN, DAVID I",NY,1300.0
2162,"CLARKE, YVETTE  D.",NY,759628.72
2163,"BUNKEDDEKO, ADEM",NY,8496.18
2164,"BOYLAN, LINDSEY",NY,99531.61
2165,"HERZOG, JONATHAN",NY,0.0
2166,"WYMAN, ROBERT MARK (BOB)",NY,0.0
2167,"JONES, MONDAIRE",NY,4421781.59
2168,"ROBINSON, BRIAN JEFFREY",NY,364524.83
2169,"MARON, MAUD",NY,109172.43
2170,"KIM, ELIZABETH",NY,166533.23
2171,"HOYLMAN, BRAD",NY,0.0
